accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CQ5G,ENOG411CQ5G,1,1,1,585970.53125,907358.75,746664.640625,1.5484716408253678,0.6308449613043063,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"Xelaev18026624m.g, Xelaev18028852m.g",Xenbase_9.1,"crnkl1.L, crnkl1.S",NA,Q9BZJ0,CRNKL1,CRN,crooked neck pre-mRNA splicing factor-like 1 (Drosophila)
ENOG411CRX7,ENOG411CRX7,1,1,1,32130.7392578125,880431.5625,456281.15087890625,27.401534568985227,4.776184785630491,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"125859031, Xelaev18009995m.g, Xelaev18020619m.g, Xelaev18018228m.g","GenBank, Xenbase_9.1","Xelaev18009995m.g, Xelaev18020619m.g, Xelaev18018228m.g","LOC100037200 protein [Xenopus laevis], NA",P33316,DUT,NA,Deoxyuridine triphosphatase
ENOG411CSIX,ENOG411CSIX,1,1,1,129292.5078125,198329.5,163811.00390625,1.5339597270989396,0.6172606065192427,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147898847, Xelaev18034101m.g, Xelaev18032509m.g, Xelaev18025033m.g, Xelaev18022773m.g","GenBank, Xenbase_9.1","gpt2.S, gpt2.L, loc100494152.S, loc100494152.L","alanine aminotransferase 2 [Xenopus laevis], NA","P24298, Q8TD30","GPT, GPT2","AAT1 GPT1, AAT2 ALT2",transaminase (Alanine aminotransferase)
ENOG411CZ9V,ENOG411CZ9V,1,1,1,121323.58984375,61714.748046875,91519.1689453125,-1.9658767747313741,-0.9751728933694686,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148230292, Xelaev18040875m.g","GenBank, Xenbase_9.1",tdrkh.L,"tudor and KH domain containing [Xenopus laevis], NA",Q9Y2W6,TDRKH,TDRD2,Tudor and KH domain containing
ENOG411CTKK,ENOG411CTKK,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147898417, 62739361, Xelaev18013460m.g, Xelaev18044834m.g, Xelaev18032576m.g, Xelaev18003160m.g, Xelaev18015953m.g, Xelaev18047281m.g","GenBank, Xenbase_9.1","agap2.L, agap1.L, Xelaev18032576m.g, agap3.L, agap2.S, agap1.S","arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 [Xenopus laevis], Unknown (protein for MGC:115253) [Xenopus laevis], NA","Q9UPQ3, Q96P47, Q99490","AGAP1, AGAP3, AGAP2","CENTG2 KIAA1099, CENTG3, CENTG1 KIAA0167","ArfGAP with GTPase domain, ankyrin repeat and PH domain"
ENOG411CUT0,ENOG411CUT0,1,1,1,32130.7392578125,202748.84375,117439.79150390625,6.310120726546999,2.6576676074145604,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148230489, 47939837, 68534427, Xelaev18039279m.g, Xelaev18042506m.g","GenBank, Xenbase_9.1","spint2.L, spint2.S","serine peptidase inhibitor, Kunitz type, 2 precursor [Xenopus laevis], MGC81165 protein [Xenopus laevis], NA","O43291, K7EQZ3","SPINT2, NA","HAI2 KOP, NA","Serine peptidase inhibitor, Kunitz type, 2"
ENOG411CVSN,ENOG411CVSN,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"122936408, 51258264",GenBank,NA,Paf1 protein [Xenopus laevis],Q8N7H5,PAF1,PD2,"paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)"
ENOG411CTAR,ENOG411CTAR,1,1,1,869260.40625,10314350.125,5591805.265625,11.865661947604668,3.568720681039805,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148226037, Xelaev18003298m.g, Xelaev18027121m.g, Xelaev18029223m.g","GenBank, Xenbase_9.1","slc35f2.L, slc35f1.L, slc35f1.S","solute carrier family 35, member F2 [Xenopus laevis], NA","Q5T1Q4, Q8IXU6","SLC35F1, SLC35F2","C6orf169, NA",solute carrier family 35 member
ENOG411D3JU,ENOG411D3JU,1,1,1,152629.953125,32130.7392578125,92380.34619140625,-4.750278289594238,-2.2480120345503183,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147903966, 147905985, 147907401, 27469642, 54038529, Xelaev18028121m.g, Xelaev18030131m.g, Xelaev18043640m.g","GenBank, Xenbase_9.1","fkbp1b.L, fkbp1b.S, Xelaev18043640m.g","peptidyl-prolyl cis-trans isomerase FKBP1A [Xenopus laevis], FK506 binding protein 10 [Xenopus laevis], FK506 binding protein 1B, 12.6 kDa [Xenopus laevis], FKBP1B protein [Xenopus laevis], NA","P68106, P62942, Q5VVH2","FKBP1B, FKBP1A, FKBP1C","FKBP12.6 FKBP1L FKBP9 OTK4, FKBP1 FKBP12, NA",peptidyl-prolyl cis-trans isomerase
ENOG411CPNJ,ENOG411CPNJ,1,1,1,276344.0625,951675.34375,614009.703125,3.4438060117539164,1.7840038785759778,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148222733, 148230753, 148233900, Xelaev18006196m.g, Xelaev18019022m.g","GenBank, Xenbase_9.1","ap1m1.L, ap1m2.L","adaptor-related protein complex 1, mu 2 subunit [Xenopus laevis], uncharacterized protein LOC431991 [Xenopus laevis], adaptor-related protein complex 1, mu 1 subunit [Xenopus laevis], NA","Q9BXS5, Q9Y6Q5","AP1M1, AP1M2","CLTNM, NA",Adaptor-related protein complex 1 mu
ENOG411CRAG,ENOG411CRAG,1,1,1,32130.7392578125,861764.4375,446947.58837890625,26.820560541272464,4.745267484317044,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148222071, 148224718, Xelaev18019949m.g","GenBank, Xenbase_9.1",fkbp4.S,"FK506 binding protein 4, 59kDa [Xenopus laevis], uncharacterized protein LOC431968 [Xenopus laevis], NA","Q02790, Q13451","FKBP4, FKBP5","FKBP52, AIG6 FKBP51",FK-506 binding protein
ENOG411D0JX,ENOG411D0JX,1,1,1,556317.3125,909614.3125,732965.8125,1.6350638242990145,0.7093469520551701,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147902246, 148229332",GenBank,NA,"microsomal glutathione S-transferase 3 [Xenopus laevis], uncharacterized protein LOC495981 [Xenopus laevis]",O14880,MGST3,NA,microsomal glutathione S-transferase 3
ENOG411CXWH,ENOG411CXWH,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148231237, 30523244, Xelaev18039458m.g","GenBank, Xenbase_9.1",nek9.L,"serine/threonine-protein kinase Nek9 [Xenopus laevis], NIMA-family kinase Nercc1 [Xenopus laevis], NA",Q8TD19,NEK9,KIAA1995 NEK8 NERCC,NIMA-related kinase 9
ENOG411CQJ7,ENOG411CQJ7,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147903314, Xelaev18021910m.g","GenBank, Xenbase_9.1",tfip11.L,"tuftelin-interacting protein 11 [Xenopus laevis], NA",Q9UBB9,TFIP11,STIP,May play a role in the differentiation of ameloblasts and odontoblasts or in the forming of the enamel extracellular matrix. May also be involved in pre-mRNA splicing (By similarity)
ENOG411CXP0,ENOG411CXP0,1,1,1,288288.25,579164.65625,433726.453125,2.008977668184534,1.0064615271481119,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,148231899,GenBank,NA,pre-mRNA-splicing factor RBM22 [Xenopus laevis],Q9NW64,RBM22,ZC3H16,RNA binding motif protein 22
ENOG411CPKI,ENOG411CPKI,1,1,1,541899.46875,866106.28125,704002.875,1.598278520641196,0.6765188383876772,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147899952, 148227760, 82186781, Xelaev18009708m.g, Xelaev18004595m.g, Xelaev18006176m.g","GenBank, Xenbase_9.1","purg.S, pura.L, purg.L","transcriptional activator protein Pur-beta-B [Xenopus laevis], purine-rich element binding protein A [Xenopus laevis], RecName: Full=Transcriptional activator protein Pur-beta-A; AltName: Full=Purine-rich element-binding protein B-A, NA","Q00577, Q9UJV8, Q96QR8","PURA, PURG, PURB","PUR1, NA",Purine-rich element binding protein
ENOG411CTG2,ENOG411CTG2,1,1,1,430287.296875,3271591.75,1850939.5234375,7.603272915004063,2.92662057669039,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147900740, Xelaev18041175m.g, Xelaev18039718m.g","GenBank, Xenbase_9.1","eif5.S, eif5.L","eukaryotic translation initiation factor 5 [Xenopus laevis], NA",P55010,EIF5,NA,Eukaryotic translation initiation factor 5
ENOG411CPQQ,ENOG411CPQQ,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,Xelaev18023932m.g,Xenbase_9.1,thumpd3.L,NA,Q9BV44,THUMPD3,NA,THUMP domain containing 3
ENOG411CRQ9,ENOG411CRQ9,1,1,1,1200572,3160377.375,2180474.6875,2.632393038484989,1.3963749116945583,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148222051, 28280008, Xelaev18046163m.g, Xelaev18043434m.g","GenBank, Xenbase_9.1","ube2v1.S, ube2v1.L","ubiquitin-conjugating enzyme E2 variant 1 [Xenopus laevis], UBE2V1 protein [Xenopus laevis], NA",Q13404,UBE2V1,CROC1 UBE2V UEV1,ubiquitin-conjugating enzyme E2 variant 1
ENOG411CQJB,ENOG411CQJB,1,1,1,32130.7392578125,872102.1875,452116.46337890625,27.14230072649047,4.762471111370575,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"111185521, 148229164, 148237380, Xelaev18016095m.g","GenBank, Xenbase_9.1",Xelaev18016095m.g,"Gpd1 protein [Xenopus laevis], MGC83663 protein [Xenopus laevis], glycerol-3-phosphate dehydrogenase 1-like protein [Xenopus laevis], NA","Q8N335, P21695","GPD1L, GPD1","KIAA0089, NA",Glycerol-3-phosphate dehydrogenase
ENOG411CY09,ENOG411CY09,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148222954, 213626773, Xelaev18041941m.g, Xelaev18015716m.g, Xelaev18013198m.g","GenBank, Xenbase_9.1","klf8.S, klf12.S, klf12.L","Kruppel-like factor 8 [Xenopus laevis], AP-2 repressor [Xenopus laevis], NA","O95600, Q9Y4X4","KLF8, KLF12","BKLF3 ZNF741, AP2REP",kruppel-like factor
ENOG411CYPC,ENOG411CYPC,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148227872, 33417092, Xelaev18008885m.g, Xelaev18005054m.g","GenBank, Xenbase_9.1","add1.S, add1.L","adducin 1 (alpha) [Xenopus laevis], LOC398686 protein [Xenopus laevis], NA",P35611,ADD1,ADDA,Adducin 1 (Alpha)
ENOG411CY1S,ENOG411CY1S,1,1,1,660877.21875,3977636.875,2319257.046875,6.0187229369525,2.5894574059260327,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148223383, Xelaev18019686m.g","GenBank, Xenbase_9.1",dera.S,"deoxyribose-phosphate aldolase (putative) [Xenopus laevis], NA",Q9Y315,DERA,NA,deoxyribose-phosphate aldolase
ENOG411CV86,ENOG411CV86,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148224901, Xelaev18017621m.g","GenBank, Xenbase_9.1",znf277.L,"zinc finger protein 277 [Xenopus laevis], NA",Q9NRM2,ZNF277,NRIF4 ZNF277P,zinc finger protein 277
ENOG411CR3T,ENOG411CR3T,1,1,1,267190.40625,328903.0625,298046.734375,1.2309688327366732,0.29979423426309004,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147903721, 147903912, 148229727, 148237830, 76779499, Xelaev18015966m.g","GenBank, Xenbase_9.1",Xelaev18015966m.g,"transcription factor CP2 [Xenopus laevis], transcription factor LSF [Xenopus laevis], transcription factor CP2-like 1 [Xenopus laevis], Unknown (protein for MGC:130852) [Xenopus laevis], NA","Q9NZI7, Q9NZI6, Q12800","UBP1, TFCP2L1, TFCP2","LBP1, CRTR1 LBP9, LSF SEF",Transcription factor
ENOG411CPNV,ENOG411CPNV,1,1,1,151617.6015625,915822.65625,533720.12890625,6.040345229128812,2.5946310075170427,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147898851, 148229039, Xelaev18033852m.g, Xelaev18022497m.g, Xelaev18032158m.g","GenBank, Xenbase_9.1","atp6v0d2.S, atp6v0d1.L, atp6v0d2.L","ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2 [Xenopus laevis], ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 [Xenopus laevis], NA","P61421, Q8N8Y2","ATP6V0D1, ATP6V0D2","ATP6D VPATPD, NA","ATPase, H transporting, lysosomal 38kDa, V0 subunit"
ENOG411DFJ6,ENOG411DFJ6,1,1,1,32130.7392578125,143370.60546875,87750.67236328125,4.462101052775804,2.1577231865286426,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"Xelaev18038316m.g, Xelaev18025592m.g, Xelaev18018885m.g, Xelaev18023583m.g, Xelaev18042430m.g",Xenbase_9.1,"notch1.L, loc100486344.S, notch3.L, notch2.L, loc100488695.S",NA,NA,NA,NA,neurogenic locus notch homolog protein
ENOG411CZK7,ENOG411CZK7,1,1,1,289901.296875,833289.875,561595.5859375,2.8743916773828677,1.523256663227608,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148224558, 148227352, Xelaev18025460m.g, Xelaev18025461m.g, Xelaev18025458m.g, Xelaev18023412m.g, Xelaev18025459m.g, Xelaev18023293m.g, Xelaev18023413m.g, Xelaev18023411m.g, Xelaev18025358m.g, Xelaev18023414m.g, Xelaev18023318m.g","GenBank, Xenbase_9.1","Xetrov90012156m.S, loc100491943.S, loc100492113.S, loc100488941.L, loc100488941.S, frrs1.L, Xetrov90012156m.L, loc100492113.L, frrs1.S, loc100491943.L, loc100489839-like.L","putative ferric-chelate reductase 1 precursor [Xenopus laevis], similar to stromal cell derived factor receptor 2 precursor [Xenopus laevis], NA",Q6ZNA5,FRRS1,SDFR2 SDR2,Ferric-chelate reductase 1
ENOG411CY3K,ENOG411CY3K,1,1,1,2320631.25,3069637.5,2695134.375,1.3227597016975445,0.4035509991397765,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148228006, 148235715, 50925006, Xelaev18022960m.g","GenBank, Xenbase_9.1",wls.L,"protein wntless homolog B precursor [Xenopus laevis], protein wntless homolog A precursor [Xenopus laevis], MGC83940 protein [Xenopus laevis], NA",Q5T9L3,WLS,C1orf139 GPR177,wntless homolog (Drosophila)
ENOG411CR9G,ENOG411CR9G,1,1,1,32130.7392578125,130351.23828125,81240.98876953125,4.056901312955489,2.020378208375738,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148230757, Xelaev18032935m.g","GenBank, Xenbase_9.1",gtpbp10.S,"GTP-binding protein 10 [Xenopus laevis], NA",A4D1E9,GTPBP10,OBGH2,GTP-binding protein 10
ENOG411CSC8,ENOG411CSC8,1,1,1,151984.83203125,439877.640625,295931.236328125,2.894220658378302,1.5331749186258254,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148237623, Xelaev18005086m.g","GenBank, Xenbase_9.1",grpel1.L,"GrpE-like 1, mitochondrial [Xenopus laevis], NA",Q9HAV7,GRPEL1,GREPEL1,"Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner (By similarity)"
ENOG411CQNM,ENOG411CQNM,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148224776, Xelaev18026677m.g","GenBank, Xenbase_9.1",rdh13.L,"retinol dehydrogenase 13 (all-trans/9-cis) [Xenopus laevis], NA","H0YJ10, Q8TC12, Q96NR8, Q8NBN7, H0YIZ8","RDH11, RDH12, RDH13","ARSDR1 PSDR1 SDR7C1, SDR7C2, SDR7C3",retinol dehydrogenase
ENOG411CRF4,ENOG411CRF4,1,1,1,32130.7392578125,168220.421875,100175.58056640625,5.23549802341064,2.3883267791294287,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148236259, Xelaev18024713m.g","GenBank, Xenbase_9.1",tiprl.S,"TIP41-like protein [Xenopus laevis], NA",O75663,TIPRL,NA,"TIP41, TOR signaling pathway regulator-like (S. cerevisiae)"
ENOG411CTJ5,ENOG411CTJ5,1,1,1,32130.7392578125,243117.9140625,137624.32666015625,7.566521022493641,2.919630122235472,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148224032, 148232142, 32450351, 4584796, Xelaev18047247m.g, Xelaev18044791m.g","GenBank, Xenbase_9.1","nup35.S, nup35.L","uncharacterized protein LOC432239 [Xenopus laevis], nucleoporin 35kDa [Xenopus laevis], MGC64281 protein [Xenopus laevis], mitotic phosphoprotein 44 [Xenopus laevis], NA",Q8NFH5,NUP35,MP44 NUP53,Nucleoporin 35kDa
ENOG411CQ4G,ENOG411CQ4G,1,1,1,254517.1171875,675918.4375,465217.77734375,2.655689507130706,1.409086482261712,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,169642713,GenBank,NA,LOC100158293 protein [Xenopus laevis],O75312,ZPR1,ZNF259,zinc finger protein 259
ENOG411CPBY,ENOG411CPBY,1,1,1,628224.1875,1516035.8125,1072130,2.413208282433411,1.2709524389958318,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148222731, Xelaev18023317m.g","GenBank, Xenbase_9.1",gclm.L,"glutamate-cysteine ligase, modifier subunit [Xenopus laevis], NA",P48507,GCLM,GLCLR,Glutamate--cysteine ligase modifier subunit
ENOG411CXFB,ENOG411CXFB,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148230011, Xelaev18022353m.g, Xelaev18024677m.g","GenBank, Xenbase_9.1","mpp1.L, Xelaev18024677m.g","membrane protein, palmitoylated 1, 55kDa [Xenopus laevis], NA",Q00013,MPP1,DXS552E EMP55,"Membrane protein, palmitoylated 1, 55kDa"
ENOG411CUA1,ENOG411CUA1,1,1,1,32130.7392578125,474526.078125,253328.40869140625,14.768601317183212,3.8844612948347907,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148223555, 148237570, Xelaev18047095m.g, Xelaev18044576m.g, Xelaev18030811m.g, Xelaev18032925m.g","GenBank, Xenbase_9.1","stam2.S, stam2.L, stam.L, stam.S","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Xenopus laevis], signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Xenopus laevis], NA","O75886, Q92783","STAM2, STAM","HBP, STAM1",signal transducing adaptor molecule (SH3 domain and ITAM motif)
ENOG411CQTP,ENOG411CQTP,1,1,1,32130.7392578125,383833.109375,207981.92431640625,11.945978158024237,3.5784530839644937,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147899880, 27503316, Xelaev18023800m.g, Xelaev18017578m.g, Xelaev18025755m.g, Xelaev18021135m.g","GenBank, Xenbase_9.1","usp4.L, usp15.L, usp4.S, usp15.S","ubiquitin specific peptidase 4 (proto-oncogene) [Xenopus laevis], LOC398480 protein [Xenopus laevis], NA","Q9Y4E8, Q13107","USP15, USP4","KIAA0529, UNP UNPH",ubiquitin- specific peptidase
ENOG411CUQ6,ENOG411CUQ6,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147899481, 148227694, 159794905, 213623852, 213626875, Xelaev18003582m.g","GenBank, Xenbase_9.1",pabpn1l.L,"embryonic polyadenylate-binding protein 2-B [Xenopus laevis], embryonic polyadenylate-binding protein 2-A [Xenopus laevis], Chain A, Solution Nmr Structure Of The Protease-Resistent Domain Of Xenopus Laevis Epabp2, LOC403372 protein [Xenopus laevis], Embryonic poly(A) binding protein 2 [Xenopus laevis], NA",A6NDY0,PABPN1L,EPABP2 PABPNL1,"poly(A) binding protein, nuclear 1-like (cytoplasmic)"
ENOG411CWGV,ENOG411CWGV,1,1,1,414599.59375,580683.40625,497641.5,1.4005884593320348,0.48603310501856795,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"147906354, Xelaev18033187m.g, Xelaev18031127m.g","GenBank, Xenbase_9.1","mrpl3.S, mrpl3.L","mitochondrial ribosomal protein L3 [Xenopus laevis], NA",P09001,MRPL3,MRL3 RPML3,Mitochondrial ribosomal protein L3
ENOG411CZAX,ENOG411CZAX,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148227293, Xelaev18047213m.g","GenBank, Xenbase_9.1",kiaa1715.S,"protein lunapark [Xenopus laevis], NA",Q9C0E8,LNPK,KIAA1715 LNP,kiaa1715
ENOG411D1B0,ENOG411D1B0,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148228297, Xelaev18013402m.g","GenBank, Xenbase_9.1",ptges3.L,"prostaglandin-E synthase 3 [Xenopus laevis], NA",Q15185,PTGES3,P23 TEBP,Prostaglandin E synthase 3 (Cytosolic)
ENOG411CZU4,ENOG411CZU4,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"171846437, Xelaev18045549m.g, Xelaev18047784m.g","GenBank, Xenbase_9.1","loc100158433.L, loc100158433.S","LOC100158433 protein [Xenopus laevis], NA",NA,NA,NA,NA
ENOG411D0E2,ENOG411D0E2,1,1,1,69378.3671875,311988.28125,190683.32421875,4.496910116186928,2.168934047843413,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"Xelaev18030736m.g, Xelaev18032879m.g",Xenbase_9.1,"svil.L, svil.S",NA,O95425,SVIL,NA,supervillin
ENOG411CWF6,ENOG411CWF6,1,1,1,574308.4375,746748.875,660528.65625,1.3002575380063086,0.37879740172015175,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"120538449, 161611708, Xelaev18013856m.g, Xelaev18008643m.g, Xelaev18016318m.g, Xelaev18041398m.g, Xelaev18018852m.g, Xelaev18018855m.g, Xelaev18018858m.g, Xelaev18018853m.g, Xelaev18018854m.g, Xelaev18038156m.g, Xelaev18018856m.g, Xelaev18018857m.g, Xelaev18020142m.g","GenBank, Xenbase_9.1","endod1.L, loc101731854.L, endod1.S, loc100145419.S, Xelaev18018852m.g, Xetrov90009468m.L, loc100490929-like.1.L, Xelaev18018853m.g, loc100490587.L, loc100145419.L, loc780277.L, loc100488296.L, loc100490587.S","LOC100127285 protein [Xenopus laevis], NA",O94919,ENDOD1,KIAA0830,Endonuclease domain containing 1
ENOG411CVQ5,ENOG411CVQ5,1,1,1,32130.7392578125,338223.40625,185177.07275390625,10.526474462232049,3.3959504232253876,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"261826170, Xelaev18041289m.g, Xelaev18039579m.g","GenBank, Xenbase_9.1","dicer1.S, dicer1.L","truncated double-stranded RNA-specific endoribonuclease type III [Xenopus laevis], NA",NA,NA,NA,"Dicer 1, ribonuclease type III"
ENOG411CSUW,ENOG411CSUW,1,1,1,98391.8515625,674345.1875,386368.51953125,6.853669046685697,2.7768765279771417,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,147903114,GenBank,NA,protein zwilch homolog [Xenopus laevis],Q9H900,ZWILCH,NA,"Zwilch, kinetochore associated, homolog (Drosophila)"
ENOG411CP4T,ENOG411CP4T,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"114107812, Xelaev18006589m.g","GenBank, Xenbase_9.1",haus8.L,"MGC154317 protein [Xenopus laevis], NA",Q9BT25,HAUS8,HICE1,"HAUS augmin-like complex, subunit 8"
ENOG411CWEC,ENOG411CWEC,1,1,1,704299.53125,1136515.46875,920407.5,1.6136819894411936,0.6903562927045497,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"148230104, Xelaev18035515m.g, Xelaev18035517m.g","GenBank, Xenbase_9.1","loc100487224.L, bco2.L","beta-carotene oxygenase 2 [Xenopus laevis], NA",Q9BYV7,BCO2,BCDO2,Beta-carotene oxygenase 2
ENOG411CY7W,ENOG411CY7W,1,1,1,67990.5546875,410336.359375,239163.45703125,6.035196524884948,2.593400750410394,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,"117307526, 147903100, 213626869, Xelaev18023622m.g, Xelaev18025629m.g","GenBank, Xenbase_9.1","ptgs2.L, ptgs2.S","cyclooxygenase 1 [Xenopus laevis], prostaglandin G/H synthase 2 precursor [Xenopus laevis], Cyclooxygenase 1 [Xenopus laevis], NA","P23219, P35354","PTGS1, PTGS2","COX1, COX2",prostaglandin G H synthase and cyclooxygenase
ENOG411D1GN,ENOG411D1GN,1,1,1,32130.7392578125,32130.7392578125,32130.7392578125,NA,0,0,1,1.3584031179227893,0.44191167540419546,0.9074626683455742,0.18208109120861157,0.5654611347730764,Xelaev18017818m.g,Xenbase_9.1,cdnf.L,NA,Q49AH0,CDNF,ARMETL1,Cerebral dopamine neurotrophic factor
