accession,ctrl_PSMs_b1,ctrl_PSMs_b2,exp_PSMs_b1,exp_PSMs_b2,PSM_zscore_b1,PSM_zscore_b2,PSM_log2fc_b1,PSM_log2fc_b2,mean_ctrl_PSMs,mean_exp_PSMs,joint_zscore,pval,fdr_bh,description,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation,conf_90,conf_95,conf_99
ENOG411CX4E,53,4,58,13,-0.38968227871858707,1.5007560755017129,-0.09443324850736733,0.9273385025744372,28.5,35.5,0.7856478161040323,0.21603692153559298,0.74926271894957,ENOG411CX4E,"148235293, 148238171",GenBank,NA,"copine I [Xenopus laevis], MGC82415 protein [Xenopus laevis]",Q99829,CPNE1,CPN1,RNA binding motif protein 12,FALSE,FALSE,FALSE
ENOG411CUU4,133,20,157,40,0.04250406614614026,1.06535086004153,0.01550276201359043,0.40714625724351877,76.5,98.5,0.7833717308782236,0.21670442583506938,0.74926271894957,ENOG411CUU4,"147900889, Xelaev18021444m.g","GenBank, Xenbase_9.1",lars.S,"leucyl-tRNA synthetase [Xenopus laevis], NA",Q9P2J5,LARS,KIAA1352,leucyl-trna synthetase,FALSE,FALSE,FALSE
ENOG411CYEA,41,10,46,24,-0.2236268001357086,1.3301698032876221,-0.05991736680686298,0.6263362465416227,25.5,35,0.7824440612032452,0.2169768239848075,0.74926271894957,ENOG411CYEA,"147899700, 262176855, Xelaev18036194m.g","GenBank, Xenbase_9.1",pold1.L,"DNA-directed DNA polymerase delta 1 [Xenopus laevis], DNA polymerase delta [Xenopus laevis], NA",P28340,POLD1,POLD,"polymerase (DNA directed), delta 1, catalytic subunit",FALSE,FALSE,FALSE
ENOG411CRPV,18,3,24,7,0.42371721752937835,0.6781005449348254,0.17373988062539916,0.44191167540419546,10.5,15.5,0.7791028114702271,0.21795957705983723,0.74926271894957,ENOG411CRPV,"147902366, Xelaev18016343m.g","GenBank, Xenbase_9.1",ctsc.S,"cathepsin C precursor [Xenopus laevis], NA",P53634,CTSC,CPPI,cathepsin C,FALSE,FALSE,FALSE
ENOG411CRIK,11,0,12,2,-0.18515462277999273,1.2833685996849322,-0.10671157828580373,1.0268741761253515,5.5,7,0.7765545502633292,0.21871081253952135,0.74926271894957,ENOG411CRIK,"115292159, 148228490, 157423169, 163915590, 76780350, Xelaev18026615m.g, Xelaev18028861m.g, Xelaev18028860m.g, Xelaev18026611m.g, Xelaev18028859m.g","GenBank, Xenbase_9.1","loc100126630.L, hebp2.S, loc100135146.S, hebp2.L, loc100491404.S","LOC734151 protein [Xenopus laevis], heme binding protein 2 precursor [Xenopus laevis], LOC100126630 protein [Xenopus laevis], LOC100137667 protein [Xenopus laevis], LOC733348 protein [Xenopus laevis], NA",Q9Y5Z4,HEBP2,C6orf34 SOUL,Heme binding protein 2,FALSE,FALSE,FALSE
ENOG411D0JJ,4,5,11,6,1.5653059206452433,-0.47313977652941536,1.0408456101280537,-0.33569590325935644,4.5,8.5,0.772278086686666,0.21997487062141213,0.74926271894957,ENOG411D0JJ,"148225598, Xelaev18042567m.g, Xelaev18039379m.g","GenBank, Xenbase_9.1","eif3k.S, eif3k.L","eukaryotic translation initiation factor 3 subunit K [Xenopus laevis], NA",Q9UBQ5,EIF3K,EIF3S12,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",FALSE,FALSE,FALSE
ENOG411CT6E,14,2,27,2,1.58594984834399,-0.4953088683708566,0.6782755307433457,-0.5580883245958046,8,14.5,0.7711996327789441,0.2202943059187003,0.74926271894957,ENOG411CT6E,"147905716, 148235791, 148236946, Xelaev18026919m.g","GenBank, Xenbase_9.1",adss.L,"adenylosuccinate synthetase isozyme 2 [Xenopus laevis], adenylosuccinate synthetase isozyme 1 B [Xenopus laevis], adenylosuccinate synthetase isozyme 1 A [Xenopus laevis], NA","Q8N142, P30520","ADSSL1, ADSS","ADSS1, ADSS2",Plays an important role in the de novo pathway of purine nucleotide biosynthesis (By similarity),FALSE,FALSE,FALSE
ENOG411CUY5,27,2,38,4,0.7497213191764686,0.33657314043827485,0.2558585010989042,0.17887726957040176,14.5,21,0.7681261787589613,0.22120611270289137,0.74926271894957,ENOG411CUY5,"148226057, Xelaev18036929m.g","GenBank, Xenbase_9.1",actr1a.S,"ARP1 actin-related protein 1 homolog A, centractin alpha [Xenopus laevis], NA","P61163, P42025","ACTR1A, ACTR1B","CTRN1, CTRN2",ARP1 actin-related protein 1 homolog,FALSE,FALSE,FALSE
ENOG411CR74,26,2,40,3,1.1201422257587834,-0.03716730250332308,0.380475706748875,-0.1430508253169608,14,21.5,0.7657789120889169,0.22190393192831642,0.74926271894957,ENOG411CR74,"148228134, 148235618, Xelaev18036823m.g, Xelaev18034508m.g","GenBank, Xenbase_9.1","loc101730645-like.S, gstk1.L","glutathione S-transferase kappa 1 [Xenopus laevis], uncharacterized protein LOC734753 [Xenopus laevis], NA",Q9Y2Q3,GSTK1,NA,glutathione S-transferase kappa 1,FALSE,FALSE,FALSE
ENOG411CPQH,9,3,20,3,1.6844156967743233,-0.6066483522616488,0.8482005321856579,-0.5580883245958046,6,11.5,0.7620965978463301,0.22300117661765437,0.74926271894957,ENOG411CPQH,"147899760, 147900029, Xelaev18007536m.g, Xelaev18001298m.g","GenBank, Xenbase_9.1","prodh.L, prodh2.1.L","proline dehydrogenase (oxidase) 1 [Xenopus laevis], probable proline dehydrogenase 2 [Xenopus laevis], NA","Q9UF12, O43272","PRODH2, PRODH","HSPOX1 HYPDH, PIG6 POX2 PRODH2",proline dehydrogenase (oxidase),FALSE,FALSE,FALSE
ENOG411CXZQ,3,0,3,2,-0.2059796795612012,1.2833685996849322,-0.22218879570573988,1.0268741761253515,1.5,2.5,0.7618290113947417,0.22308103145916272,0.74926271894957,ENOG411CXZQ,148226694,GenBank,NA,"pyrroline-5-carboxylate reductase family, member 1 [Xenopus laevis]","P32322, Q96C36","PYCR1, PYCR2",NA,Pyrroline-5-carboxylate reductase,FALSE,FALSE,FALSE
ENOG411CUGH,30,10,44,16,0.9796780421173246,0.09652158423700406,0.3154679902370597,0.0699428980172375,20,30,0.7609880537055743,0.22333210134405726,0.74926271894957,ENOG411CUGH,"147901580, 27769162, Xelaev18017507m.g, Xelaev18021206m.g","GenBank, Xenbase_9.1","Xelaev18017507m.g, Xelaev18021206m.g","ribosomal protein L18a [Xenopus laevis], RPL18A protein [Xenopus laevis], NA",Q02543,RPL18A,NA,60S ribosomal protein L18a,FALSE,FALSE,FALSE
ENOG411CWER,3,1,3,5,-0.2059796795612012,1.2797946331381984,-0.22218879570573988,1.0268741761253515,2,4,0.7593018354138124,0.22383600991852867,0.74926271894957,ENOG411CWER,"125654, 147905211, 148224421, 148233173, 148235142, 148236905, 213623836, 241260, 38175247, 51258561, 52145402, Xelaev18001868m.g, Xelaev18019800m.g, Xelaev18002603m.g","GenBank, Xenbase_9.1","raf1.L, braf.S, raf1.S","RecName: Full=RAF proto-oncogene serine/threonine-protein kinase; AltName: Full=C-RAF, v-raf murine sarcoma 3611 viral oncogene homolog [Xenopus laevis], MGC86346 protein [Xenopus laevis], RAF proto-oncogene serine/threonine-protein kinase [Xenopus laevis], B-Raf [Xenopus laevis], BRAF protein [Xenopus laevis], raf protein [Xenopus laevis], serine/threonine protein kinase ARAF [Xenopus laevis], NA","P15056, P04049, P10398","BRAF, RAF1, ARAF","BRAF1 RAFB1, RAF, ARAF1 PKS PKS2",viral oncogene homolog,FALSE,FALSE,FALSE
ENOG411CTG1,28,2,32,7,-0.111140867078398,1.1824157936410697,-0.0357756714748586,0.8569491746830392,15,19.5,0.7575057650875858,0.22437345665105496,0.74926271894957,ENOG411CTG1,148227698,GenBank,NA,SUMO-activating enzyme subunit 1 [Xenopus laevis],Q9UBE0,SAE1,AOS1 SUA1 UBLE1A,SUMO-1 activating enzyme subunit 1,FALSE,FALSE,FALSE
ENOG411CWBH,37,7,56,10,1.2509360395170026,-0.18064071958790143,0.36277370501541595,-0.09865670595850722,22,33,0.7568130785940927,0.22458092810725194,0.74926271894957,ENOG411CWBH,"126631432, 147905570, 67678082, Xelaev18042639m.g, Xelaev18040034m.g, Xelaev18026612m.g, Xelaev18028863m.g","GenBank, Xenbase_9.1","sec23a.S, sec23a.L, sec23b.L, sec23b.S","Unknown (protein for IMAGE:6939089) [Xenopus laevis], Sec23 homolog B [Xenopus laevis], LOC779038 protein [Xenopus laevis], NA","Q15436, Q15437","SEC23A, SEC23B",NA,S. cerevisiae,FALSE,FALSE,FALSE
ENOG411CVVM,7,2,10,5,0.414538483006767,0.6546365370617213,0.23724282293155716,0.44191167540419546,4.5,7.5,0.756020906965691,0.2248183304126106,0.74926271894957,ENOG411CVVM,"147904533, Xelaev18019010m.g","GenBank, Xenbase_9.1",cdc37.L,"hsp90 co-chaperone Cdc37 [Xenopus laevis], NA",Q16543,CDC37,CDC37A,cell division cycle 37 homolog (S. cerevisiae),FALSE,FALSE,FALSE
ENOG411D0SV,3,0,7,0,1.0574648226322065,0,0.7778112042942601,0,1.5,3.5,0.7477405469494629,0.22730833451713925,0.74926271894957,ENOG411D0SV,"148226110, 148228821",GenBank,NA,"MGC80147 protein [Xenopus laevis], tRNA methyltransferase 6 homolog [Xenopus laevis]",Q9UJA5,TRMT6,KIAA1153 TRM6,tRNA methyltransferase 6 homolog (S. cerevisiae),FALSE,FALSE,FALSE
ENOG411CWP5,105,27,140,42,1.0245852833029747,0.02884367941976779,0.18944210212985446,0.06082150804868899,66,91,0.7448867630395619,0.22817008895998936,0.74926271894957,ENOG411CWP5,"132983, 132984, 148227306, 148230833, Xelaev18025391m.g","GenBank, Xenbase_9.1",rpl5.S,"RecName: Full=60S ribosomal protein L5-A, RecName: Full=60S ribosomal protein L5-B, 60S ribosomal protein L5-A [Xenopus laevis], 60S ribosomal protein L5-B [Xenopus laevis], NA",P46777,RPL5,NA,ribosomal protein L5,FALSE,FALSE,FALSE
ENOG411CYI4,4,0,4,2,-0.23784761372873184,1.2833685996849322,-0.22218879570573988,1.0268741761253515,2,3,0.7392949790424744,0.2298639487564843,0.74926271894957,ENOG411CYI4,"147907176, Xelaev18018480m.g","GenBank, Xenbase_9.1",eif3j-like.L,"eukaryotic translation initiation factor 3 subunit J [Xenopus laevis], NA",O75822,EIF3J,EIF3S1,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation. This subunit binds directly within the mRNA entry channel of the 40S ribosome to the aminoacyl (A) site. It may regulate the interaction between the 43S PIC and mRNA",FALSE,FALSE,FALSE
ENOG411CXUY,4,0,4,2,-0.23784761372873184,1.2833685996849322,-0.22218879570573988,1.0268741761253515,2,3,0.7392949790424744,0.2298639487564843,0.74926271894957,ENOG411CXUY,"148236771, Xelaev18018104m.g","GenBank, Xenbase_9.1",man2c1.L,"mannosidase, alpha, class 2C, member 1 [Xenopus laevis], NA",Q9NTJ4,MAN2C1,MANA MANA1,Mannosidase alpha class 2C member 1,FALSE,FALSE,FALSE
ENOG411CQZ6,7,3,11,6,0.629650122322139,0.41223799747580697,0.36277370501541595,0.2492665974617997,5,8.5,0.7367261547468296,0.23064444907174703,0.74926271894957,ENOG411CQZ6,"124961, 124965, 147905246, 47937577, Xelaev18030727m.g, Xelaev18032868m.g","GenBank, Xenbase_9.1","itgb1.L, itgb1.S","RecName: Full=Integrin beta-1-B; AltName: Full=Integrin beta-1*; Flags: Precursor, RecName: Full=Integrin beta-1-A; Flags: Precursor, integrin beta-1-B precursor [Xenopus laevis], ITGB1 protein [Xenopus laevis], NA",P05556,ITGB1,FNRB MDF2 MSK12,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",FALSE,FALSE,FALSE
ENOG411DBEC,16,2,26,3,1.0695854655967671,-0.03716730250332308,0.44523586520738917,-0.1430508253169608,9,14.5,0.7300298841435333,0.2326859589871336,0.74926271894957,ENOG411DBEC,"138999376, 138999382, 148224548, 393277",GenBank,NA,"protein phosphatase 1 gamma 1 [Xenopus laevis], protein phosphatase 1 zeta [Xenopus laevis], serine/threonine-protein phosphatase PP1-gamma catalytic subunit B [Xenopus laevis], protein phosphatase 1-gamma 1 [Xenopus laevis]",P36873,PPP1CC,NA,"protein phosphatase 1, catalytic subunit, gamma",FALSE,FALSE,FALSE
ENOG411CV0Z,7,0,13,0,1.0276519790164411,0,0.5851661263518642,0,3.5,6.5,0.7266596830623011,0.2337172285136567,0.74926271894957,ENOG411CV0Z,"147902154, Xelaev18030627m.g","GenBank, Xenbase_9.1",acaa1.L,"3-ketoacyl-CoA thiolase, peroxisomal [Xenopus laevis], NA",P09110,ACAA1,ACAA PTHIO,acetyl-CoA acyltransferase 1,FALSE,FALSE,FALSE
ENOG411CU6R,3,2,9,2,1.5208375437699457,-0.4953088683708566,1.0997392991816224,-0.5580883245958046,2.5,5.5,0.7251582806759536,0.2341774668012825,0.74926271894957,ENOG411CU6R,"120538599, 124481722, 147899599, 147900263, 147906272, 148232565, 171846696, Xelaev18036691m.g, Xelaev18036681m.g, Xelaev18036684m.g, Xelaev18036690m.g, Xelaev18034322m.g, Xelaev18034324m.g, Xelaev18034311m.g, Xelaev18034316m.g, Xelaev18034325m.g, Xelaev18034326m.g, Xelaev18036693m.g, Xelaev18034310m.g, Xelaev18036685m.g, Xelaev18036682m.g, Xelaev18036692m.g","GenBank, Xenbase_9.1","loc100491357.S, a2ml1.S, Xelaev18036684m.g, loc100036845.S, ovos2.L, Xelaev18034324m.g, pzp.L, loc100487423.L, Xelaev18034325m.g, Xelaev18034326m.g, Xelaev18036693m.g, a2ml1.L, pzp.S, Xelaev18036682m.g, Xelaev18036692m.g","LOC100036845 protein [Xenopus laevis], Unknown (protein for IMAGE:5440084) [Xenopus laevis], uncharacterized protein LOC379686 [Xenopus laevis], uncharacterized protein LOC431886 precursor [Xenopus laevis], MGC82112 protein [Xenopus laevis], pregnancy-zone protein precursor [Xenopus laevis], Unknown (protein for MGC:179755) [Xenopus laevis], NA",A8K2U0,A2ML1,CPAMD9,Alpha-2-macroglobulin-like 1,FALSE,FALSE,FALSE
ENOG411CP4R,41,7,47,17,-0.11974297742889356,1.1451199109594536,-0.02954371776334423,0.6118366768465078,24,32,0.7250509829717268,0.23421037692613136,0.74926271894957,ENOG411CP4R,"148234941, Xelaev18031896m.g","GenBank, Xenbase_9.1",usp14.L,"ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) [Xenopus laevis], NA",P54578,USP14,TGT,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),FALSE,FALSE,FALSE
ENOG411CVJ0,5,0,5,2,-0.2659248098256257,1.2833685996849322,-0.22218879570573988,1.0268741761253515,2.5,3.5,0.7194414032856562,0.23593449705875746,0.74926271894957,ENOG411CVJ0,"Xelaev18019093m.g, Xelaev18005096m.g",Xenbase_9.1,"man2b1.L, man2b2.L",NA,"M0R2P5, Q9Y2E5, O00754","MAN2B2, MAN2B1","KIAA0935, LAMAN MANB","mannosidase, alpha, class 2B, member",FALSE,FALSE,FALSE
ENOG411CPDS,5,1,5,5,-0.2659248098256257,1.2797946331381984,-0.22218879570573988,1.0268741761253515,3,5,0.7169142273047269,0.23671351135361518,0.74926271894957,ENOG411CPDS,"148233008, Xelaev18039995m.g","GenBank, Xenbase_9.1",dph6.L,"ATP binding domain 4 [Xenopus laevis], NA",Q7L8W6,DPH6,ATPBD4,ATP binding domain 4,FALSE,FALSE,FALSE
ENOG411D2X8,20,8,30,13,0.8851746120895324,0.12553074274620268,0.33969009190237465,0.07934159601948727,14,21.5,0.714676610185904,0.23740444695053445,0.74926271894957,ENOG411D2X8,"148235638, Xelaev18043840m.g","GenBank, Xenbase_9.1",Xelaev18043840m.g,"ribosomal protein L27 [Xenopus laevis], NA",NA,NA,NA,ribosomal protein L27,FALSE,FALSE,FALSE
ENOG411D15J,0,1,2,1,1.3606060871331798,-0.35022393103409144,1.362773705015416,-0.5580883245958046,0.5,1.5,0.7144480741675501,0.2374750769956918,0.74926271894957,ENOG411D15J,"Xelaev18009882m.g, Xelaev18006379m.g",Xenbase_9.1,"ifi30.S, ifi30.L",NA,P13284,IFI30,GILT IP30,"Interferon, gamma-inducible protein 30",FALSE,FALSE,FALSE
ENOG411D1HZ,0,1,2,1,1.3606060871331798,-0.35022393103409144,1.362773705015416,-0.5580883245958046,0.5,1.5,0.7144480741675501,0.2374750769956918,0.74926271894957,ENOG411D1HZ,"62026292, 76779896, Xelaev18044044m.g, Xelaev18046687m.g","GenBank, Xenbase_9.1","ict1.L, ict1.S","LOC733181 protein [Xenopus laevis], LOC734168 protein [Xenopus laevis], NA",Q14197,MRPL58,DS1 ICT1,immature colon carcinoma transcript 1,FALSE,FALSE,FALSE
ENOG411CRSX,4,0,5,1,0.09646480248160239,0.9074626683455742,0.04084561012805376,0.44191167540419546,2,3,0.7098839224413563,0.2388880606139445,0.74926271894957,ENOG411CRSX,"148225644, Xelaev18005443m.g, Xelaev18009192m.g","GenBank, Xenbase_9.1","ppid.L, ppid.S","peptidylprolyl isomerase D (cyclophilin D) [Xenopus laevis], NA",Q08752,PPID,CYP40 CYPD,peptidylprolyl isomerase D,FALSE,FALSE,FALSE
ENOG411D49Q,4,0,5,1,0.09646480248160239,0.9074626683455742,0.04084561012805376,0.44191167540419546,2,3,0.7098839224413563,0.2388880606139445,0.74926271894957,ENOG411D49Q,"147904965, 148226114, Xelaev18022679m.g, Xelaev18024953m.g","GenBank, Xenbase_9.1","Xelaev18022679m.g, Xelaev18024953m.g","MGC80249 protein [Xenopus laevis], small nuclear ribonucleoprotein polypeptide E [Xenopus laevis], NA",P62304,SNRPE,NA,Small nuclear ribonucleoprotein polypeptide E,FALSE,FALSE,FALSE
ENOG411CWN1,0,1,0,4,0,0.9960618867549078,0,0.7638397702915579,0.5,2,0.7043221146058622,0.24061609866186998,0.74926271894957,ENOG411CWN1,"Xelaev18023926m.g, Xelaev18023925m.g",Xenbase_9.1,"ssuh2.L, Xelaev18023925m.g",NA,Q9Y2M2,SSUH2,C3orf32,ssu-2 homolog (C. elegans),FALSE,FALSE,FALSE
ENOG411CZI9,0,1,0,4,0,0.9960618867549078,0,0.7638397702915579,0.5,2,0.7043221146058622,0.24061609866186998,0.74926271894957,ENOG411CZI9,"351721825, 50927247, Xelaev18046338m.g","GenBank, Xenbase_9.1",prpf6.S,"PRP6 pre-mRNA processing factor 6 homolog [Xenopus laevis], MGC80263 protein [Xenopus laevis], NA",O94906,PRPF6,C20orf14,PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae),FALSE,FALSE,FALSE
ENOG411CSYT,0,1,0,4,0,0.9960618867549078,0,0.7638397702915579,0.5,2,0.7043221146058622,0.24061609866186998,0.74926271894957,ENOG411CSYT,"116063469, 146327758, 147899567, 148229892, 148231135, 148234205, 148236059, 148237540, 49522287, Xelaev18002492m.g, Xelaev18002499m.g, Xelaev18019827m.g, Xelaev18002493m.g, Xelaev18002495m.g, Xelaev18002498m.g, Xelaev18002497m.g, Xelaev18002496m.g, Xelaev18019825m.g, Xelaev18019828m.g, Xelaev18019826m.g, Xelaev18002494m.g","GenBank, Xenbase_9.1","loc100490956.L, akr1d1.L, akr1c4.S, akr1c2.L, Xelaev18002495m.g, Xelaev18002498m.g, Xetrov90007079m.L, Xetrov90027348m.L, Xelaev18019825m.g, akr1d1.S, akr1c2.S, Xelaev18002494m.g","MGC154357 protein [Xenopus laevis], LOC100049750 protein [Xenopus laevis], hypothetical protein LOC399023 [Xenopus laevis], aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase) [Xenopus laevis], aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III) [Xenopus laevis], aldo-keto reductase family 1, member C-like 1 [Xenopus laevis], aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase) [Xenopus laevis], MGC85548 protein [Xenopus laevis], LOC443571 protein [Xenopus laevis], NA","Q04828, P42330, P52895, P17516, P51857","AKR1C1, AKR1C3, AKR1C2, AKR1C4, AKR1D1","DDH DDH1, DDH1 HSD17B5 KIAA0119 PGFS, DDH2, CHDR, SRD5B1","aldo-keto reductase family 1, member",FALSE,FALSE,FALSE
ENOG411CVHG,7,3,14,4,1.212860756881531,-0.21863225129683647,0.6847017999027784,-0.23616022970844208,5,9,0.7030257183479047,0.24101986103752882,0.74926271894957,ENOG411CVHG,"147903171, 147904637, 28277340, Xelaev18010235m.g, Xelaev18024882m.g, Xelaev18004715m.g","GenBank, Xenbase_9.1","ap1g2.S, ap1g1.S, ap1g1.L","adaptor-related protein complex 1, gamma 2 subunit [Xenopus laevis], adaptor-related protein complex 1, gamma 1 subunit [Xenopus laevis], Wu:fc30a11 protein [Xenopus laevis], NA","O43747, O75843","AP1G1, AP1G2","ADTG CLAPG1, NA","Adaptor-related protein complex 1, gamma",FALSE,FALSE,FALSE
ENOG411CWF5,6,0,6,2,-0.29130942279834604,1.2833685996849322,-0.22218879570573988,1.0268741761253515,3,4,0.7014917713148497,0.2414980840597873,0.74926271894957,ENOG411CWF5,"147898493, 147902708, 148231857, 148232206, 148237296, Xelaev18025628m.g, Xelaev18023617m.g, Xelaev18023618m.g, Xelaev18023396m.g, Xelaev18023401m.g, Xelaev18023395m.g, Xelaev18023394m.g, Xelaev18025444m.g, Xelaev18025445m.g, Xelaev18023399m.g, Xelaev18025443m.g","GenBank, Xenbase_9.1","fmo5.S, loc100496770-like.L, fmo5.L, fmo2.L, loc100489107.L, fmo3.L, fmo1.L, loc100489254.S, loc100489107.S, loc100489254.L, fmo2.S","flavin containing monooxygenase 5 [Xenopus laevis], MGC81930 protein [Xenopus laevis], uncharacterized protein LOC494799 [Xenopus laevis], flavin containing monooxygenase 3 [Xenopus laevis], flavin containing monooxygenase 2 (non-functional) [Xenopus laevis], NA","P49326, P31513, O60774, Q01740, Q99518","FMO5, FMO3, FMO6P, FMO1, FMO2",FMO6,Dimethylaniline monooxygenase (N-oxide-forming),FALSE,FALSE,FALSE
ENOG411CWUJ,0,21,0,41,0,0.9850952902601573,0,0.37479747954565856,10.5,20.5,0.6965675598578875,0.2430367316847682,0.74926271894957,ENOG411CWUJ,"28277312, 54038766, Xelaev18022322m.g, Xelaev18024186m.g, Xelaev18028793m.g, Xelaev18026093m.g, Xelaev18039910m.g","GenBank, Xenbase_9.1","Xelaev18022322m.g, Xelaev18024186m.g, sptbn1.S, sptbn1.L, sptb.L","LOC398511 protein [Xenopus laevis], NA","Q01082, P11277","SPTBN1, SPTB","SPTB2, SPTB1",Spectrin beta,FALSE,FALSE,FALSE
ENOG411CXS1,37,7,45,15,0.16287086825996455,0.8089101372848032,0.05344564690768722,0.44191167540419546,22,30,0.6871529388489872,0.2459931784983846,0.74926271894957,ENOG411CXS1,"123959702, 148235215, Xelaev18021269m.g","GenBank, Xenbase_9.1",rps16.S,"Rps16 protein [Xenopus laevis], ribosomal protein S16 [Xenopus laevis], NA",P62249,RPS16,NA,Ribosomal protein S16,FALSE,FALSE,FALSE
ENOG411CXK9,5,0,4,3,-0.6010187189097642,1.5718267750523425,-0.48522320153953374,1.4419116754041954,2.5,3.5,0.6864649597289476,0.24620997663588384,0.74926271894957,ENOG411CXK9,148237846,GenBank,NA,developmentally regulated GTP binding protein 2 [Xenopus laevis],P55039,DRG2,NA,developmentally regulated GTP binding protein 2,FALSE,FALSE,FALSE
ENOG411CYZK,24,4,32,8,0.4893063614591309,0.4760365792962043,0.17834913387798906,0.2899085819591454,14,20,0.6826005395786611,0.24742964652378,0.74926271894957,ENOG411CYZK,"Xelaev18027532m.g, Xelaev18029670m.g",Xenbase_9.1,"opa1.L, opa1.S",NA,O60313,OPA1,KIAA0567,Optic atrophy 1 (Autosomal dominant),FALSE,FALSE,FALSE
ENOG411D077,2,0,5,0,0.9638093857582014,0,0.7778112042942601,0,1,2.5,0.6815161524408653,0.24777247488020906,0.74926271894957,ENOG411D077,"148237165, Xelaev18037175m.g, Xelaev18035192m.g","GenBank, Xenbase_9.1","exosc10.S, exosc10.L","exosome component 10 [Xenopus laevis], NA",Q01780,EXOSC10,PMSCL PMSCL2 RRP6,Exosome component 10,FALSE,FALSE,FALSE
ENOG411CU7G,2,0,5,0,0.9638093857582014,0,0.7778112042942601,0,1,2.5,0.6815161524408653,0.24777247488020906,0.74926271894957,ENOG411CU7G,"148228553, 153791802, 15808364, 160420169, Xelaev18025056m.g, Xelaev18018940m.g, Xelaev18022902m.g","GenBank, Xenbase_9.1","prkacb.S, prkaca.L, prkacb.L","protein kinase, cAMP-dependent, catalytic, beta [Xenopus laevis], protein kinase, cAMP-dependent, catalytic, alpha [Xenopus laevis], cAMP-dependent protein kinase catalytic subunit beta [Xenopus laevis], protein kinase, cAMP-dependent, catalytic, beta b [Xenopus laevis], NA","P17612, P22694","PRKACA, PRKACB","PKACA, NA","Protein kinase, cAMP-dependent, catalytic",FALSE,FALSE,FALSE
ENOG411D5MH,0,0,1,0,0.9620881951337295,0,0.7778112042942601,0,0,0.5,0.6802990868785864,0.2481575512986383,0.74926271894957,ENOG411D5MH,"163916135, Xelaev18007412m.g","GenBank, Xenbase_9.1",Xelaev18007412m.g,"LOC100137668 protein [Xenopus laevis], NA",Q9UDW1,UQCR10,UCRC,"ubiquinol-cytochrome c reductase, complex III subunit X",FALSE,FALSE,FALSE
ENOG411CTFE,0,0,1,0,0.9620881951337295,0,0.7778112042942601,0,0,0.5,0.6802990868785864,0.2481575512986383,0.74926271894957,ENOG411CTFE,"122936386, 197245766, Xelaev18028644m.g, Xelaev18026276m.g","GenBank, Xenbase_9.1","wdr26.S, wdr26.L","LOC100037096 protein [Xenopus laevis], NA",Q9H7D7,WDR26,CDW2 MIP2,WD repeat domain 26,FALSE,FALSE,FALSE
ENOG411D25M,0,0,1,0,0.9620881951337295,0,0.7778112042942601,0,0,0.5,0.6802990868785864,0.2481575512986383,0.74926271894957,ENOG411D25M,"148229515, Xelaev18047066m.g, Xelaev18044549m.g","GenBank, Xenbase_9.1","gtdc1.S, gtdc1.L","glycosyltransferase-like domain-containing protein 1 [Xenopus laevis], NA",Q4AE62,GTDC1,NA,glycosyltransferase-like domain containing 1,FALSE,FALSE,FALSE
ENOG411CSD3,0,0,1,0,0.9620881951337295,0,0.7778112042942601,0,0,0.5,0.6802990868785864,0.2481575512986383,0.74926271894957,ENOG411CSD3,"148227642, Xelaev18041649m.g, Xelaev18003332m.g","GenBank, Xenbase_9.1","ppp2r4-like.S, ppp2r4.L","protein phosphatase 2A activator, regulatory subunit 4 [Xenopus laevis], NA",Q15257,PTPA,PPP2R4,"protein phosphatase 2A activator, regulatory subunit 4",FALSE,FALSE,FALSE
