accession,description,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,pval,fdr_bh,xl_id,xl_id_source,xenla_xen_base_gene_names,xenla_gen_bank_description,human_uni_prot_id,human_gene_names_primary,human_gene_names_synonyms,egg_nog_annotation
ENOG411CZZ8,ENOG411CZZ8,9,9,47,80744623.2734375,104512876.5976563,92628749.9355469,1.29436329455311,0.3722426016343615,18,29,1.3535744920956414,0.4367742864591929,1.102419859568175,0.13513959078746837,0.645483872385053,"148223905, 148224598, Xelaev18021938m.g","GenBank, Xenbase_9.1",ndufs3.L,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) [Xenopus laevis], uncharacterized protein LOC495365 [Xenopus laevis], NA",O75489,NDUFS3,NA,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"
ENOG411CWB0,ENOG411CWB0,8,8,35,97539234.921875,199542051.375,148540643.1484375,2.045761908372822,1.0326382498743383,13,22,1.4083620310614176,0.4940182382936688,1.0942677767976536,0.13691877671569977,0.645483872385053,"148229156, Xelaev18036862m.g, Xelaev18005235m.g, Xelaev18009011m.g","GenBank, Xenbase_9.1","Xelaev18036862m.g, Xelaev18005235m.g, Xelaev18009011m.g","ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Xenopus laevis], NA",P09936,UCHL1,NA,Ubiquitin carboxyl-terminal esterase L1 (Ubiquitin thiolesterase)
ENOG411D2BD,ENOG411D2BD,15,15,54,107793218.09375,156935946.921875,132364582.5078125,1.455898151082052,0.5419094337864107,21,33,1.3248623058996734,0.4058424269073021,1.0908144642826687,0.13767726527217505,0.645483872385053,"148232822, Xelaev18039164m.g, Xelaev18042446m.g","GenBank, Xenbase_9.1","crat.2.L, crat.2.S","carnitine O-acetyltransferase, gene 2 [Xenopus laevis], NA",NA,NA,NA,Choline/Carnitine o-acyltransferase
ENOG411CQQX,ENOG411CQQX,11,11,42,80073486.33984375,82595595.71875,81334541.029296875,1.0314974343467704,0.04474023279997276,16,26,1.3615366949903218,0.44523586520738917,1.0695854655967671,0.1424029701328931,0.645483872385053,"111185523, 120538440, 1314314, 147907306, 51950272, Xelaev18044625m.g","GenBank, Xenbase_9.1",dpp4.L,"MGC64382 protein [Xenopus laevis], Unknown (protein for MGC:160365) [Xenopus laevis], fibroblast activation factor alpha [Xenopus laevis], dipeptidyl-peptidase 4 [Xenopus laevis], LOC397888 protein [Xenopus laevis], NA","Q12884, P27487","FAP, DPP4",ADCP2 CD26,"Fibroblast activation protein, alpha"
ENOG411CVQI,ENOG411CVQI,10,10,42,73120263.9609375,100574530.06835938,86847397.01464844,1.3754672729585409,0.45992181344393385,16,26,1.3615366949903218,0.44523586520738917,1.0695854655967671,0.1424029701328931,0.645483872385053,"117949815, 148226702, 214931",GenBank,NA,"RecName: Full=Mitogen-activated protein kinase 1; Short=MAP kinase 1; Short=MAPK 1; AltName: Full=M phase MAP kinase; AltName: Full=Myelin basic protein kinase; Short=MBP kinase; AltName: Full=Myelin xP42 protein kinase, mitogen-activated protein kinase 1 [Xenopus laevis], myelin basic protein kinase-like protein [Xenopus laevis]","P28482, P27361","MAPK1, MAPK3","ERK2 PRKM1 PRKM2, ERK1 PRKM3",mitogenactivated protein kinase
ENOG411DBEC,ENOG411DBEC,1,8,42,71717098.3359375,86735301.453125,79226199.89453125,1.2094089619582653,0.2743021747957038,16,26,1.3615366949903218,0.44523586520738917,1.0695854655967671,0.1424029701328931,0.645483872385053,"138999376, 138999382, 148224548, 393277",GenBank,NA,"protein phosphatase 1 gamma 1 [Xenopus laevis], protein phosphatase 1 zeta [Xenopus laevis], serine/threonine-protein phosphatase PP1-gamma catalytic subunit B [Xenopus laevis], protein phosphatase 1-gamma 1 [Xenopus laevis]",P36873,PPP1CC,NA,"protein phosphatase 1, catalytic subunit, gamma"
ENOG411CRWG,ENOG411CRWG,10,10,30,24846384.62304688,47175297.48046875,36010841.05175781,1.8986785480536326,0.9249956735840791,11,19,1.428773074989844,0.5147767984604663,1.067647649543093,0.14283974054655618,0.645483872385053,"Xelaev18027676m.g, Xelaev18029774m.g",Xenbase_9.1,"gmps.L, gmps.S",NA,P49915,GMPS,NA,guanine monphosphate synthetase
ENOG411CSDI,ENOG411CSDI,5,5,10,14562277.125,20948523.53125,17755400.328125,1.4385472375942028,0.5246125956506971,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"114108185, Xelaev18024592m.g, Xelaev18021750m.g","GenBank, Xenbase_9.1","prmt3.S, prmt3.L","MGC154481 protein [Xenopus laevis], NA",O60678,PRMT3,HRMT1L3,Protein arginine methyltransferase 3
ENOG411DGKF,ENOG411DGKF,4,4,10,9940410.76953125,17306008.421875,13623209.595703125,1.7409751793075128,0.799895634956148,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"148236950, Xelaev18027903m.g, Xelaev18029945m.g","GenBank, Xenbase_9.1","mrpl44.L, mrpl44.S","mitochondrial ribosomal protein L44 [Xenopus laevis], NA",NA,NA,NA,mitochondrial ribosomal protein L44
ENOG411CUA1,ENOG411CUA1,4,4,10,755238.75,755238.75,755238.75,NA,0,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"148223555, 148237570, Xelaev18047095m.g, Xelaev18044576m.g, Xelaev18030811m.g, Xelaev18032925m.g","GenBank, Xenbase_9.1","stam2.S, stam2.L, stam.L, stam.S","signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Xenopus laevis], signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Xenopus laevis], NA","O75886, Q92783","STAM2, STAM","HBP, STAM1",signal transducing adaptor molecule (SH3 domain and ITAM motif)
ENOG411D0SV,ENOG411D0SV,4,4,10,47800989.8125,40896140.75,44348565.28125,-1.168838646773779,-0.2250757856728633,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"148226110, 148228821",GenBank,NA,"MGC80147 protein [Xenopus laevis], tRNA methyltransferase 6 homolog [Xenopus laevis]",Q9UJA5,TRMT6,KIAA1153 TRM6,tRNA methyltransferase 6 homolog (S. cerevisiae)
ENOG411CS3Y,ENOG411CS3Y,2,2,10,13632922.90625,14819066.1875,14225994.546875,1.0870057939450544,0.12035963022126613,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"120537954, 147906200, Xelaev18017331m.g, Xelaev18018585m.g, Xelaev18021350m.g, Xelaev18020307m.g","GenBank, Xenbase_9.1","lman2.L, lman2l.L, lman2.S, lman2l.S","LOC100036857 protein [Xenopus laevis], uncharacterized protein LOC734646 [Xenopus laevis], NA","Q9H0V9, Q12907","LMAN2L, LMAN2","VIPL, C5orf8",lectin mannose-binding
ENOG411CW7T,ENOG411CW7T,3,3,10,35624101.875,42497608.25,39060855.0625,1.1929453940794963,0.2545280065757073,3,7,1.7145276899878128,0.7778112042942601,1.0574648226322065,0.1451497504506154,0.645483872385053,"1173326, 147902061, 147902216, 148222234",GenBank,NA,"RecName: Full=U1 small nuclear ribonucleoprotein A; Short=U1 snRNP A; Short=U1-A; Short=U1A, small nuclear ribonucleoprotein polypeptide B [Xenopus laevis], MGC80122 protein [Xenopus laevis], U1 small nuclear ribonucleoprotein A [Xenopus laevis]","P09012, P08579","SNRPA, SNRPB2",NA,Small nuclear ribonucleoprotein polypeptide
ENOG411CPYT,ENOG411CPYT,10,10,56,256535248.375,402446183.1875,329490715.78125,1.5687753855922724,0.6496388046390345,22,34,1.3045319380342053,0.3835322651822136,1.0486902430368108,0.14716035315518503,0.645483872385053,"147900143, 147905238, 16303786, 89275119, Xelaev18037565m.g","GenBank, Xenbase_9.1",park7.S,"parkinson protein 7 [Xenopus laevis], Parkinson disease (autosomal recessive, early onset) 7 b [Xenopus laevis], SP22 [Xenopus laevis], NA",Q99497,PARK7,NA,parkinson protein 7
ENOG411CU7W,ENOG411CU7W,6,6,25,45522149.62109375,58320056.671875,51921103.146484375,1.2811358241494606,0.35742343620975187,9,16,1.4573485364896408,0.5433459506572371,1.0443509954271835,0.14816151363751948,0.645483872385053,"148238223, Xelaev18020428m.g","GenBank, Xenbase_9.1",map2k1.S,"dual specificity mitogen-activated protein kinase kinase 1 [Xenopus laevis], NA","Q02750, P36507, A0A1B0GUL7","MAP2K1, MAP2K2, NA","MEK1 PRKMK1, MEK2 MKK2 PRKMK2, NA",mitogen-activated protein kinase kinase
ENOG411CVY4,ENOG411CVY4,5,5,25,46947901.8984375,125487950.125,86217926.01171875,2.6729192370825934,1.4184162468512134,9,16,1.4573485364896408,0.5433459506572371,1.0443509954271835,0.14816151363751948,0.645483872385053,147907236,GenBank,NA,translationally-controlled tumor protein homolog [Xenopus laevis],"P13693, Q56UQ5, Q9HAU6","TPT1, TPT1P8",NA,"tumor protein, translationally-controlled 1"
ENOG411CWXH,ENOG411CWXH,10,10,37,30686158.859375,63749443.21875,47217801.0390625,2.077465723582206,1.0548246739506553,14,23,1.37162215199025,0.45588310940689764,1.0366406280196578,0.14995168570834222,0.645483872385053,"148233274, Xelaev18019685m.g, Xelaev18016577m.g","GenBank, Xenbase_9.1","strap.S, strap.L","serine/threonine kinase receptor associated protein [Xenopus laevis], NA",NA,NA,NA,serine threonine kinase receptor associated protein
ENOG411D16P,ENOG411D16P,36,36,141,339214735.9882813,472235396.3496094,405725066.1689453,1.3921429296807537,0.477307338597488,59,82,1.1858816522415705,0.2459600400326663,1.0287346398736525,0.15180219377254903,0.645483872385053,Xelaev18039175m.g,Xenbase_9.1,skiv2l.L,NA,Q15477,SKIV2L,DDX13 SKI2W SKIV2 W,superkiller viralicidic activity 2-like (S. cerevisiae
ENOG411CSQS,ENOG411CSQS,8,8,20,28249732.078125,45928043.96875,37088888.0234375,1.6257868868184449,0.7011381568714112,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"10443732, 10443734, 10443736, 10443738, 10443740, 10443742, 10443744, 10443746, 11527142, 11527144, 11527146, 11527148, 11527150, 11527152, 11527154, 11527156, 11527158, 11527160, 11527162, 11527164, 11527166, 11527170, 11527172, 11527174, 11527176, 11527178, 11527180, 147907112, 148232260, 29124575, 49257872, 603213, Xelaev18037152m.g, Xelaev18009360m.g, Xelaev18020277m.g, Xelaev18034897m.g, Xelaev18005666m.g, Xelaev18020051m.g, Xelaev18018622m.g","GenBank, Xenbase_9.1","camk2g.S, camk2d.S, Xelaev18020277m.g, camk2g.L, camk2d.L, camk2a.S, Xelaev18018622m.g","calcium/calmodulin-dependent protein kinase II delta12 subunit [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma J subunit [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma K subunit [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma L subunit [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma M subunit [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma subunit variable region [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma B variable region [Xenopus laevis], calcium/calmodulin-dependent protein kinase II gamma C variable region [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region gamma O isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma P isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma Q isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma R isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma S isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma T isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma U isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma V isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma W isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma X isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma Y isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma Z isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma AA isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma A isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of gamma I isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of delta 5 isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of delta 13 isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of delta 14 isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase II variable region of delta 14' isoform [Xenopus laevis], calcium/calmodulin-dependent protein kinase (CaM kinase) II beta [Xenopus laevis], calcium/calmodulin-dependent protein kinase II beta [Xenopus laevis], Camk2g-prov protein [Xenopus laevis], Unknown (protein for MGC:84365) [Xenopus laevis], calcium/calmodulin-dependent kinase type II beta'-subunit [Xenopus laevis], NA","Q13555, Q13554, Q13557, Q9UQM7","CAMK2G, CAMK2B, CAMK2D, CAMK2A","CAMK CAMK-II CAMKG, CAM2 CAMK2 CAMKB, CAMKD, CAMKA KIAA0968",calcium calmodulin-dependent protein kinase II
ENOG411D45X,ENOG411D45X,5,5,20,10101810.2734375,29739213.625,19920511.94921875,2.9439489378649926,1.5577526483895527,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"148226432, Xelaev18047429m.g","GenBank, Xenbase_9.1",hspe1.S,"heat shock 10kDa protein 1 (chaperonin 10) [Xenopus laevis], NA",P61604,HSPE1,NA,Heat shock 10kDa protein 1 (Chaperonin 10)
ENOG411CSH4,ENOG411CSH4,6,6,20,17207217.46484375,31565483.015625,24386350.240234375,1.834432736153697,0.8753340057057829,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"118764339, 163638968, 47938721, 62739288, 83405203, Xelaev18006024m.g, Xelaev18010073m.g","GenBank, Xenbase_9.1","uhrf1.L, uhrf2.S","Uhrf2 protein [Xenopus laevis], RING finger domain protein Np95 [Xenopus laevis], LOC432234 protein [Xenopus laevis], NA","Q96T88, Q96PU4","UHRF1, UHRF2","ICBP90 NP95 RNF106, NIRF RNF107",ubiquitin-like with PHD and ring finger domains
ENOG411CQ8N,ENOG411CQ8N,6,6,20,50826728.234375,62192958.28125,56509843.2578125,1.2236270254198227,0.2911638761870682,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"148228066, 4630797, Xelaev18023498m.g","GenBank, Xenbase_9.1",xrcc6.L,"X-ray repair complementing defective repair in Chinese hamster cells 6 [Xenopus laevis], human Ku70 autoantigen homologue [Xenopus laevis], NA",P12956,XRCC6,G22P1,X-ray repair complementing defective repair in Chinese hamster cells 6
ENOG411CUWV,ENOG411CUWV,6,6,20,24055560.54882813,38671280.64453125,31363420.596679688,1.6075817716255683,0.6848921238787334,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"147901518, Xelaev18041315m.g, Xelaev18039548m.g","GenBank, Xenbase_9.1","cpsf2.S, cpsf2.L","cleavage and polyadenylation specificity factor subunit 2 [Xenopus laevis], NA",Q9P2I0,CPSF2,CPSF100 KIAA1367,"Cleavage and polyadenylation specific factor 2, 100kDa"
ENOG411CV0Z,ENOG411CV0Z,7,7,20,13355272.8984375,27844578.75,20599925.82421875,2.084912750323333,1.05998701085957,7,13,1.5002117287393362,0.5851661263518642,1.0276519790164411,0.15205678208397702,0.645483872385053,"147902154, Xelaev18030627m.g","GenBank, Xenbase_9.1",acaa1.L,"3-ketoacyl-CoA thiolase, peroxisomal [Xenopus laevis], NA",P09110,ACAA1,ACAA PTHIO,acetyl-CoA acyltransferase 1
ENOG411D0DK,ENOG411D0DK,5,5,15,31047585.76953125,61386688.74609375,46217137.2578125,1.9771807444795264,0.9834447614288988,5,10,1.5716503824888284,0.6522803222104012,1.0250186520144506,0.1526771934414033,0.645483872385053,"147904973, 51873936, Xelaev18004195m.g, Xelaev18037936m.g, Xelaev18039431m.g, Xelaev18041386m.g","GenBank, Xenbase_9.1","capns1-like.L, capns1-like.S, capns2.L, capns2.S","calpain, small subunit 1 [Xenopus laevis], LOC446963 protein [Xenopus laevis], NA",P04632,CAPNS1,CAPN4 CAPNS,calpain small subunit 1
ENOG411CP9J,ENOG411CP9J,5,5,15,12071773.37890625,31986002.828125,22028888.103515625,2.6496523604407702,1.4058030876878926,5,10,1.5716503824888284,0.6522803222104012,1.0250186520144506,0.1526771934414033,0.645483872385053,"12004995, 147901091, 147903797, 148224345, 148227415, 148228629, 148235531, 15553377, Xelaev18047886m.g, Xelaev18011811m.g, Xelaev18014531m.g, Xelaev18014532m.g, Xelaev18045676m.g","GenBank, Xenbase_9.1","cldn6.2.S, cldn4.L, cldn4.S, cldn3.S, cldn6.1.L","transmembrane tight junction protein claudin [Xenopus laevis], claudin 4 [Xenopus laevis], claudin 6, gene 2 [Xenopus laevis], claudin 3 [Xenopus laevis], claudin 6, gene 1 [Xenopus laevis], claudin4L2 [Xenopus laevis], claudin A [Xenopus laevis], NA","O15551, O14493, O95484, P56747","CLDN3, CLDN4, CLDN9, CLDN6","C7orf1 CPETR2, CPER CPETR1 WBSCR8, NA",claudin 6
ENOG411CTWB,ENOG411CTWB,4,4,15,14953253.8671875,25452879.48242188,20203066.674804688,1.7021632688437205,0.7673694247172649,5,10,1.5716503824888284,0.6522803222104012,1.0250186520144506,0.1526771934414033,0.645483872385053,"147907002, Xelaev18010604m.g, Xelaev18007776m.g","GenBank, Xenbase_9.1","eif2b1.S, eif2b1.L","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa [Xenopus laevis], NA",Q14232,EIF2B1,EIF2BA,"eukaryotic translation initiation factor 2B, subunit 1 alpha"
ENOG411CWP5,ENOG411CWP5,22,22,245,2782999104.835938,4399131660.2421875,3591065382.5390625,1.5807161607051696,0.660578335244699,105,140,1.1403226617371773,0.18944210212985446,1.0245852833029747,0.15277945571511775,0.645483872385053,"132983, 132984, 148227306, 148230833, Xelaev18025391m.g","GenBank, Xenbase_9.1",rpl5.S,"RecName: Full=60S ribosomal protein L5-A, RecName: Full=60S ribosomal protein L5-B, 60S ribosomal protein L5-A [Xenopus laevis], 60S ribosomal protein L5-B [Xenopus laevis], NA",P46777,RPL5,NA,ribosomal protein L5
ENOG411CYUD,ENOG411CYUD,33,33,175,458792233.7421875,624907005.7421875,541849619.7421875,1.3620697121332401,0.44580054386037143,74,101,1.1658788291917126,0.22141785576987472,1.023906625385587,0.15293969028082072,0.645483872385053,"148223539, 148223736",GenBank,NA,"coatomer protein complex, subunit beta 1 [Xenopus laevis], uncharacterized protein LOC735158 [Xenopus laevis]",P53618,COPB1,COPB,"The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins"
ENOG411CTH9,ENOG411CTH9,33,33,193,594570721.43359375,850428235.18359375,722499478.30859375,1.4303230961879378,0.5163410747078963,82,111,1.1567897667387652,0.21012669500493944,1.0168003460456345,0.15462420874103386,0.645483872385053,"148222118, 148223037, 28302264, Xelaev18021791m.g","GenBank, Xenbase_9.1",ipo7.L,"importin 7 [Xenopus laevis], uncharacterized protein LOC431890 [Xenopus laevis], MGC52556 protein [Xenopus laevis], NA","O95373, O15397","IPO7, IPO8","RANBP7, RANBP8",importin
ENOG411CT89,ENOG411CT89,14,15,95,168545498.7265625,342989340.0625,255767419.39453125,2.034995551076354,1.0250256404634648,39,56,1.2216009791163165,0.2887731235716393,1.005660275341158,0.15728950920127957,0.645483872385053,"147902898, 148223744, 52354723, Xelaev18031558m.g, Xelaev18033445m.g, Xelaev18031556m.g, Xelaev18033443m.g","GenBank, Xenbase_9.1","Xelaev18031558m.g, serpinb10.S, serpinb10.L, serpinb1.S","serpin peptidase inhibitor, clade B (ovalbumin), member 6 [Xenopus laevis], leukocyte elastase inhibitor [Xenopus laevis], LOC494797 protein [Xenopus laevis], NA","P30740, P50452, P35237, P50453, P05120, P48595","SERPINB1, SERPINB8, SERPINB6, SERPINB9, SERPINB2, SERPINB10","ELANH2 MNEI PI2, PI8, PI6 PTI, PI9, PAI2 PLANH2, PI10","Serpin peptidase inhibitor, clade B (Ovalbumin), member"
ENOG411CU6G,ENOG411CU6G,25,25,88,192487809.6835938,256342010.3046875,224414909.99414065,1.331731140408608,0.4133028500136607,36,52,1.2279725347210009,0.2962782932285093,0.9960497571865343,0.15961298494834314,0.645483872385053,"148230897, 1490630, 27924242",GenBank,NA,"nuclear pore complex protein Nup93 [Xenopus laevis], An4b [Xenopus laevis], Dye protein [Xenopus laevis]",Q8N1F7,NUP93,KIAA0095,Nucleoporin 93kDa
ENOG411CUGH,ENOG411CUGH,11,11,74,623323917.546875,1393163470.478516,1008243694.0126956,2.2350553721111592,1.160310573726541,30,44,1.2444152588621222,0.3154679902370597,0.9796780421173246,0.16362253412456057,0.645483872385053,"147901580, 27769162, Xelaev18017507m.g, Xelaev18021206m.g","GenBank, Xenbase_9.1","Xelaev18017507m.g, Xelaev18021206m.g","ribosomal protein L18a [Xenopus laevis], RPL18A protein [Xenopus laevis], NA",Q02543,RPL18A,NA,60S ribosomal protein L18a
ENOG411CYJA,ENOG411CYJA,50,51,224,702951031.6953125,995362294.3339844,849156663.0146484,1.415976717373131,0.5017975436649246,96,128,1.1400725361259165,0.1891256175303863,0.979570939550176,0.16364897778218154,0.645483872385053,"11874759, 13021620, 205277333, 28958137, Xelaev18038100m.g, Xelaev18005901m.g, Xelaev18040992m.g","GenBank, Xenbase_9.1","uba1.L, uba6.L, uba1.S","ubiquitin activating enzyme [Xenopus laevis], ubiquitin-activating enzyme E1 [Xenopus laevis], ubiquitin-like modifier activating enzyme 1 [Xenopus laevis], Uba1a protein [Xenopus laevis], NA","P22314, A0AVT1, P41226","UBA1, UBA6, UBA7","A1S9T UBE1, MOP4 UBE1L2, UBE1L UBE2",Ubiquitin-like modifier activating enzyme
ENOG411CWZS,ENOG411CWZS,8,8,27,20309839.75,34970597.78125,27640218.765625,1.7218549339489495,0.7839636009877382,10,17,1.4027953827173012,0.4883045870992751,0.9725683686204535,0.1653839349789835,0.645483872385053,"148231301, Xelaev18047797m.g","GenBank, Xenbase_9.1",cops3.S,"COP9 signalosome complex subunit 3 [Xenopus laevis], NA",Q9UNS2,COPS3,CSN3,"COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis"
ENOG411CS5H,ENOG411CS5H,13,13,60,112968621.6425781,286937944.3203125,199953282.9814453,2.539979156585239,1.3448166580940977,24,36,1.2687504905909814,0.3434083801484852,0.9697166377552975,0.16609387747611296,0.645483872385053,"116283885, 147902055, 148230088, Xelaev18046025m.g","GenBank, Xenbase_9.1",phb.S,"MGC64447 protein [Xenopus laevis], prohibitin [Xenopus laevis], uncharacterized protein LOC379509 [Xenopus laevis], NA",P35232,PHB,NA,Prohibitin
ENOG411CYZY,ENOG411CYZY,3,3,7,10310462.46875,19806400.4375,15058431.453125,1.9210001973753608,0.9418576672347985,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"148225352, 148228422, 27694691, 56269563, Xelaev18018636m.g, Xelaev18017332m.g, Xelaev18021349m.g","GenBank, Xenbase_9.1","tmed4.L, tmed9.L, tmed9.S","transmembrane emp24 protein transport domain containing 4 [Xenopus laevis], transmembrane emp24 protein transport domain containing 9 [Xenopus laevis], LOC398475 protein [Xenopus laevis], NA","Q9BVK6, Q7Z7H5","TMED9, TMED4","GP25L2, ERS25",Transmembrane emp24 protein transport domain containing
ENOG411CQJB,ENOG411CQJB,5,5,7,3366156.41796875,11123187.078125,7244671.748046875,3.304417768214437,1.724396094151428,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"111185521, 148229164, 148237380, Xelaev18016095m.g","GenBank, Xenbase_9.1",Xelaev18016095m.g,"Gpd1 protein [Xenopus laevis], MGC83663 protein [Xenopus laevis], glycerol-3-phosphate dehydrogenase 1-like protein [Xenopus laevis], NA","Q8N335, P21695","GPD1L, GPD1","KIAA0089, NA",Glycerol-3-phosphate dehydrogenase
ENOG411CT3E,ENOG411CT3E,3,3,7,5397737.609375,6031854.984375,5714796.296875,1.117478362397357,0.16024689694394142,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"114107981, 148235651, 213626071, 27881713, 33416654, Xelaev18027647m.g","GenBank, Xenbase_9.1",smc4.L,"Unknown (protein for IMAGE:8329210) [Xenopus laevis], structural maintenance of chromosomes protein 4 [Xenopus laevis], (XCAP-C) [Xenopus laevis], XCAP-C protein [Xenopus laevis], NA",Q9NTJ3,SMC4,CAPC SMC4L1,Structural maintenance of chromosomes
ENOG411D077,ENOG411D077,5,5,7,11382079.9765625,15958607.6015625,13670343.7890625,1.4020818369246915,0.4875705592484704,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"148237165, Xelaev18037175m.g, Xelaev18035192m.g","GenBank, Xenbase_9.1","exosc10.S, exosc10.L","exosome component 10 [Xenopus laevis], NA",Q01780,EXOSC10,PMSCL PMSCL2 RRP6,Exosome component 10
ENOG411CRXS,ENOG411CRXS,3,3,7,6830341.65625,15712134.625,11271238.140625,2.3003438796685742,1.2018495465646626,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"148234743, Xelaev18043872m.g","GenBank, Xenbase_9.1",ctsa.L,"cathepsin A precursor [Xenopus laevis], NA",P10619,CTSA,PPGB,cathepsin A
ENOG411CTHZ,ENOG411CTHZ,3,3,7,20905801.375,26715055.15625,23810428.265625,1.2778775937380205,0.3537496489885366,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,Xelaev18040957m.g,Xenbase_9.1,dap3.L,NA,P51398,DAP3,MRPS29,Death associated protein 3
ENOG411D3NT,ENOG411D3NT,2,2,7,18758408.34375,48565967.546875,33662187.9453125,2.589023901010045,1.3724082837816707,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"147898743, Xelaev18038536m.g","GenBank, Xenbase_9.1",rpl36a.L,"ribosomal protein L36a [Xenopus laevis], NA","P83881, Q969Q0","RPL36A, RPL36AL","RPL44, NA",ribosomal protein
ENOG411CU7G,ENOG411CU7G,1,1,7,755238.75,6099808.3125,3427523.53125,8.076662264085364,3.0137592125439165,2,5,1.7145276899878128,0.7778112042942601,0.9638093857582014,0.16757075009910186,0.645483872385053,"148228553, 153791802, 15808364, 160420169, Xelaev18025056m.g, Xelaev18018940m.g, Xelaev18022902m.g","GenBank, Xenbase_9.1","prkacb.S, prkaca.L, prkacb.L","protein kinase, cAMP-dependent, catalytic, beta [Xenopus laevis], protein kinase, cAMP-dependent, catalytic, alpha [Xenopus laevis], cAMP-dependent protein kinase catalytic subunit beta [Xenopus laevis], protein kinase, cAMP-dependent, catalytic, beta b [Xenopus laevis], NA","P17612, P22694","PRKACA, PRKACB","PKACA, NA","Protein kinase, cAMP-dependent, catalytic"
